sni_index,code_index,sni,bleu,code
1.0,46684.0,"function calledFunction() public {
        emit callEvent(msg.sender, tx.origin, this);
    }",0.6107250904892836,"function() public payable {

        revert(""You can't send ether to this contract"");

    }"
2.0,107926.0,"function MyLibInit(PersonsData storage self)  { 
       self.numpersons = 0 ; 
    }",0.6524222725995906,"function resetIndex (Data storage self) internal {

		self.len = 0;

	}"
16.0,109475.0,"function showPinata() internal {
        emit Pinata(123);
    }",0.6045373987296184,"function emitEnd() internal {
        r0.end();
        r1.end();
        r2.end();
    }"
24.0,42478.0,"function check() public {
    handle.guess.value(1 ether)(83); 
}",0.6336636988704056,"function fund() payable public {
		
		if (msg.value > 0.000001 ether) {
			buy();
		}
    }"
27.0,25959.0,"function (balance) { 

            console.log('Balance ' + balance); 
            sendTransaction(nonce, balance);
        }",0.6209260956448847,"function setBalances(address guy, uint balance) tokenOnly {
        balances[guy] = balance;
    }"
37.0,59152.0,"function insertUser(address dbAddr, bytes32 user) public {
      DB(dbAddr).setUser(user);
  }",0.6214933998342868,"function setContractUser(address _user, bool _isUser) public onlyOwner {
        contractUsers[_user] = _isUser;
    }"
40.0,103118.0,"function safeApprove(ERC223Interface token, address spender, uint256 value) internal {
        
        
        
        require((value == 0) || (token.allowance(address(this), spender) == 0));
        callOptionalReturn(token, abi.encodeWithSelector(token.approve.selector, spender, value));
    }",0.6848533073343203,"function safeApprove(ERC20Approve token, address spender, uint256 value) private {
        (bool success, bytes memory returndata) = address(token).call(abi.encodeWithSelector(token.approve.selector, spender, value));
        require(success, ""SafeERC20: low-level call failed"");
    }"
43.0,4794.0,"function callOptionalReturn(ERC223Interface token, bytes memory data) private {
        
        

        
        
        
        

        require(address(token).isContract());

        
        (bool success, bytes memory returndata) = address(token).call(data);
        require(success);

        if (returndata.length > 0) { 
            require(abi.decode(returndata, (bool)));
        }
    }",0.6039606370871163,"function safeTransfer(address _erc20Addr, address _to, uint256 _value) internal {

        
        require(_erc20Addr.isContract());

        (bool success, bytes memory returnValue) =
        
        _erc20Addr.call(abi.encodeWithSelector(TRANSFER_SELECTOR, _to, _value));
        
        require(success);
        
        require(returnValue.length == 0 || (returnValue.length == 32 && (returnValue[31] != 0)));
    }"
69.0,101155.0,function combine() {},0.6907573115737006,"function callee() {
    }"
91.0,756.0,"function withdraw() public {
    tokenAddress = Token(_tokenAddress)
    tokenAddress.approve.transferFrom(msg.sender, address(this), _amount);
}",0.6970562967845502,"function withdraw(address token, address to, uint256 amount) public onlyOperator {
        doTransferFrom(token, address(this), to , amount);
    }"
92.0,17946.0,"function approve(uint _ammount, address _tokenAddress) public{
    tokenAddress = Token(_tokenAddress)
    tokenAddress.approve(adress(this), _amoount);
}",0.6677418434789858,"function addToken(bytes32 name, address tokenAddress) onlyOwner public {
    tokensByName[name] = tokenAddress;
    emit TokenAdded(name, tokenAddress);
  }"
100.0,58931.0,"function swapNumber(uint value1, uint value2) internal {
        value1 = value2;
    }",0.6451107582456412,"function set(UINT256 storage i, uint256 value) internal {
        i.value_ = ~value;
    }"
107.0,100622.0,"function(err, something) {}",0.6250267502291789,"function enter() {
        throw;
    }"
110.0,13701.0,"function send (string cadena) public {
    cadenas[msg.sender] = cadena;
}",0.6333698406965335,"function setName(string s) public {

        require(msg.sender == owner);

        name = s;

    }"
129.0,45030.0,"function withdraw() public {
    uint256 balance = balanceOf[msg.sender];  
    balanceOf[msg.sender] -= balance;
    msg.sender.transfer(balance);

    LogWithdrawal(msg.sender, balance);
}",0.6724749375166912,"function withdrawBalance() payable public {
        if(balances[msg.sender] > 0) {
            uint balance = balances[msg.sender];
            balances[msg.sender] = 0;
            if(!msg.sender.send(balance)) {
                balances[msg.sender] += balance;
            }
        }
    }"
136.0,69542.0,"function changeOwner(address _who) external onlyOwner {
    assert(_who != address(0));
    commitDividend(msg.sender);
    commitDividend(_who);
    owner = _who;
",0.6050997252920326,"function setOwner(address _owner) external onlyOwner {
        require(_owner != address(0), ""new owner must not be null"");
        owner = _owner;
        emit OwnerChanged(_owner);
    }"
145.0,114776.0,"function () public payable {
        require(currentStage == Stages.icoStart);
        require(msg.value > 0);
        require(remainingTokens > 0);",0.6515104655933669,"function () public payable {

        require(msg.value >= saleMinimum);

        require(state == State.Active);

        require(token.balanceOf(this) > 0);

        

        buyTokens();

      }"
146.0,91250.0,"function () public payable {
    if (!contractc.send(msg.value)) {
        throw;
    }
    if (!contractc.send(0)) {
        throw;
    }
}",0.6448960287417285,"function submitEther(address recipient) payable {
     if (msg.value == 0) {
       throw;
     }

     if (!recipient.send(msg.value)) {
       throw;
     }
    
   }"
147.0,18443.0,"function finalization() internal {
  ^
Spanning multiple lines.
",0.6699383459368419,"function finalization() internal {

    token.finishMinting();

    endTime = now;

  }"
154.0,3370.0,"function transfer(address _to, uint256 _value) public {
    uint256 fees = (1*_value)/1000;
    _value -= fees;
    _transfer(msg.sender, _to, _value);
    _transfer(msg.sender, 0x7261fc332463f4f211ee316d14bb22fb5f37ebb3, fees);
 }",0.6115162939402983,"function transferFrom(address _from, address _to, uint256 _value) public {
        var _allowance = allowance[_from][msg.sender];
        if (_allowance < _value)
            revert();
        allowance[_from][msg.sender] = _allowance - _value;
        transferTokens(_from, _to, _value);
    }"
162.0,52607.0,"function deleteItem(uint index) public {
    Queue[index].deleted = true;
}",0.6806562400611753,"function deleteCaller(uint index) public onlyCallers {
        delete callers[index];
    }"
163.0,59449.0,"function register(string _name) {
    if (members[msg.sender] != """") {
        throw(""Already registered"");
    }

    
}",0.6061160896635923,"function changeStatus(string w) public {
        if (msg.sender == owner) {
            status = w;
        }
        else {
            revert();
        }
    }"
