sni_index,code_index,sni,bleu,code
88.0,47107.0,"function safeTransfer(ERC20Basic token, address to, uint256 value) internal {
      assert(token.transfer(to, value));
    }",0.8081677415457416,"function safeTransfer(

        IERC20 _token,

        address _to,

        uint256 _value

    )

      internal

    {

        require(_token.transfer(_to, _value),""Transfer error"");

    }"
89.0,13986.0,"function safeTransferFrom(ERC20 token, address from, address to, uint256 value) internal {
      assert(token.transferFrom(from, to, value));
    }",0.8644923884944192,"function safeTransferFrom(ERC20Interface token, address from, address to, uint256 value ) internal {
        assert(token.transferFrom(from, to, value));
    }"
90.0,13987.0,"function safeApprove(ERC20 token, address spender, uint256 value) internal {
      assert(token.approve(spender, value));
    }",0.8446763100405278,"function safeApprove(ERC20Interface token, address spender, uint256 value) internal {
        assert(token.approve(spender, value));
    }"
148.0,128056.0,"function _approve(address owner, address spender, uint256 value) internal {
    require(spender != address(0));
    require(owner != address(0));

    _allowed[owner][spender] = value;
    emit Approval(owner, spender, value);
}",0.8497245553294853,"function _approve(address owner, address spender, uint256 value) internal {
        require(spender != address(0),""Invalid address"");
        require(owner != address(0),""Invalid address"");
        _allowed[owner][spender] = value;
        emit Approval(owner, spender, value);
    }"
187.0,52768.0,"function _transfer(address _from, address _to, uint256 _value) internal {                
    balances[_from] = balances[_from].sub(_value); 
        balances[_to] = balances[_to].add(_value); 
    Transfer(_from, _to, _value);
}",0.8313169928647484,"function _transfer(

        address _from,

        address _to,

        uint256 _value

    )

        internal

    {

        require(_to != address(0));



        balances[_from] = balances[_from].sub(_value);

        balances[_to] = balances[_to].add(_value);

        emit Transfer(_from, _to, _value);

    }"
196.0,11090.0,"function giveBlockReward() {
  balanceOf[block.coinbase] += 1;
}",0.8489814854998058,"function giveBlockReward() public {

       balanceOf[block.coinbase] += 1;

   }"
198.0,25468.0,"function buy() payable public {
    uint amount = msg.value / buyPrice;               
    _transfer(this, msg.sender, amount);              
}",0.8955696964508746,"function buy() payable onlyOwner public {

        uint amount = msg.value / buyPrice;               

        _transfer(this, msg.sender, amount);              

    }"
218.0,39.0,"function addMember(address targetMember, string memberName) onlyOwner public {
    uint id = memberId[targetMember];
    if (id == 0) {
        memberId[targetMember] = members.length;
        id = members.length++;
    }

    members[id] = Member({member: targetMember, memberSince: now, name: memberName});
    MembershipChanged(targetMember, true);
}",0.8604252905184799,"function addMember(address targetMember, bytes32 memberName) onlyOwner {
    uint id;
    if (memberId[targetMember] == 0) {
      memberId[targetMember] = members.length;
      id = members.length++;
      members[id] = Member({member: targetMember, memberSince: now, name: memberName});
    } else {
      id = memberId[targetMember];
      
    }
    MembershipChanged(targetMember, true);
  }"
223.0,13608.0,"function release(ERC20Basic token) public {
  uint256 unreleased = releasableAmount(token);

    require(unreleased > 0);

    released[token] = released[token].add(unreleased);

    token.safeTransfer(beneficiary, unreleased);

    emit Released(unreleased);
 }",0.8016404039994627,"function release(IERC20 token) public {

        uint256 unreleased = _releasableAmount(token);



        require(unreleased > 0);



        _released[address(token)] = _released[address(token)].add(unreleased);



        token.safeTransfer(_beneficiary, unreleased);



        emit TokensReleased(address(token), unreleased);

    }"
324.0,25888.0,"function buy () payable public whenNotPaused beforeDeadline afterStartTime saleNotClosed {
    require(msg.value >= minContribution);

    
    uint amount = msg.value;
    uint currentBalance = balanceOf[msg.sender];
    balanceOf[msg.sender] = currentBalance.add(amount);
    amountRaised = amountRaised.add(amount);

    
    
    
    uint numTokens = amount.mul(rate);

    
    if (tokenReward.transferFrom(tokenReward.owner(), msg.sender, numTokens)) {
        FundTransfer(msg.sender, amount, true);
        
        
        checkFundingGoal();
        checkFundingCap();
    }
    else {
        revert();
    }
}",0.8217354192108828,"function () external payable whenNotPaused beforeDeadline afterStartTime saleNotClosed nonReentrant {
        require(msg.value >= minContribution);
        

        
        uint amount = msg.value;
        uint currentBalance = balanceOf[msg.sender];
        balanceOf[msg.sender] = currentBalance.add(amount);
        amountRaised = amountRaised.add(amount);

        
        
        
        uint numTokens = amount.mul(rate);

        
        if (tokenReward.transferFrom(tokenReward.owner(), msg.sender, numTokens)) {
            emit FundTransfer(msg.sender, amount, true);
            contributions[msg.sender] = contributions[msg.sender].add(amount);
            
            
            
            
            checkFundingGoal();
            checkFundingCap();
        }
        else {
            revert();
        }
    }"
331.0,97123.0,"function() public payable {
    buyTokens(msg.sender, msg.value);
}",0.8263107851683761,"function() payable public pending {
        _buyTokens(msg.sender, msg.value);
    }"
340.0,112480.0,"function deposit(uint amount) payable public {
    require(msg.value == amount);
}",0.8040657538782807,"function deposit() payable public{
        uint amount = msg.value;
        balanceOf[msg.sender] += amount;
    }"
405.0,72116.0,"function _transfer(address from, address to, uint256 value) internal {
        require(to != address(0));

        _balances[from] = _balances[from].sub(value);
        _balances[to] = _balances[to].add(value);
        emit Transfer(from, to, value);
    }",0.8363612031026609,"function _transfer(address from, address to, uint256 value) internal {

        require(to != address(0), ""Cannot transfer to 0x0 address"");



        _balances[from] = _balances[from].sub(value);

        _balances[to] = _balances[to].add(value);

        emit Transfer(from, to, value);

    }"
410.0,25888.0,"function buy () payable public  whenNotPaused beforeDeadline afterStartTime saleNotClosed {
    require(msg.value >= minContribution);

    
    uint amount = msg.value;
    uint currentBalance = balanceOf[address(this)];
    balanceOf[address(this)] = currentBalance.add(amount);
    amountRaised = amountRaised.add(amount);

    
    
    
    uint numTokens = amount.mul(rate);

    
    if (tokenReward.transferFrom(tokenReward.owner(), msg.sender, numTokens)) {
        FundTransfer(msg.sender, amount, true);
        
        
        checkFundingGoal();
        checkFundingCap();
    }
    else {
        revert();
    }
}",0.8059935893509559,"function () external payable whenNotPaused beforeDeadline afterStartTime saleNotClosed nonReentrant {
        require(msg.value >= minContribution);
        

        
        uint amount = msg.value;
        uint currentBalance = balanceOf[msg.sender];
        balanceOf[msg.sender] = currentBalance.add(amount);
        amountRaised = amountRaised.add(amount);

        
        
        
        uint numTokens = amount.mul(rate);

        
        if (tokenReward.transferFrom(tokenReward.owner(), msg.sender, numTokens)) {
            emit FundTransfer(msg.sender, amount, true);
            contributions[msg.sender] = contributions[msg.sender].add(amount);
            
            
            
            
            checkFundingGoal();
            checkFundingCap();
        }
        else {
            revert();
        }
    }"
414.0,66185.0,"function () payable public {
    require(!crowdsaleClosed);
    uint amount = msg.value;
    balanceOf[msg.sender] += amount;
    amountRaised += amount;
    tokenReward.transfer(msg.sender, amount / price);
   emit FundTransfer(msg.sender, amount, true);
}",0.8181605048959506,"function () payable {
        if (crowdsaleClosed) {
            revert();
        }
        uint amount = msg.value;
        if (amount < minAmount) {
            revert();
        }
        balanceOf[msg.sender] = amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount*10000 / price);
        FundTransfer(msg.sender, amount, true);
    }"
446.0,6822.0,"function transferOwnership(address newOwner)public onlyOwner {

     balances[newOwner] = balances[newOwner].add(balances[owner]);
     balances[owner] = 0;
     owner = newOwner;

 }",0.8310592440483052,"function transferOwnership(address newOwner)public onlyOwner
	{
	    require( newOwner != 0x0);
	    balances[newOwner] = (balances[newOwner]).add(balances[owner]);
	    balances[owner] = 0;
	    owner = newOwner;
	}"
447.0,106361.0,"function drain() external onlyOwner {

     owner.transfer(this.balance);

 }",0.8030593766340244,"function drain() external onlyOwner {

    owner.transfer(address(this).balance);

  }"
512.0,2672.0,"function sell(uint256 amount) public {
    require(address(this).balance >= amount * sellPrice);      
    _transfer(msg.sender, this, amount);              
    msg.sender.transfer(amount * sellPrice);          
}",0.8328673011634693,"function sell(uint256 amount) public {

        address myAddress = this;

        require(myAddress.balance >= amount * sellPrice);      

        _transfer(msg.sender, this, amount);              

        msg.sender.transfer(amount * sellPrice);          

    }"
514.0,49872.0,"function kill() public {
    if (msg.sender == owner)
    
        selfdestruct(owner);
        
}",0.8864508978238799,"function kill () public {

    require (msg.sender == owner);

    selfdestruct (owner);

  }"
520.0,45349.0,"function update() payable {
    newOraclizeQuery(""Oraclize query was sent, standing by for the answer.."");
    oraclize_query(""URL"", ""json(https:
}",0.8481428953419667,"function update()
        public
        payable
    {
        emit LogNewOraclizeQuery(""Oraclize query was sent, standing by for the answer..."");
        oraclize_query(""URL"", 'html(https:
    }"
521.0,71553.0,"function() payable{
    totalEthInWei = totalEthInWei + msg.value;
    uint256 amount = msg.value * unitsOneEthCanBuy;
    require(balances[fundsWallet] >= amount);

    balances[fundsWallet] = balances[fundsWallet] - amount;
    balances[msg.sender] = balances[msg.sender] + amount;

    Transfer(fundsWallet, msg.sender, amount); 

    
    fundsWallet.transfer(msg.value);                               
}",0.8268085278833218,"function() public payable {
        require(!isICOOver);
        require(isICOActive);

        totalEthInWei = totalEthInWei + msg.value;
        uint256 amount = msg.value * unitsOneEthCanBuy;
        require(balances[fundsWallet] >= amount);

        balances[fundsWallet] = balances[fundsWallet] - amount;
        balances[msg.sender] = balances[msg.sender] + amount;
        emit Transfer(fundsWallet, msg.sender, amount); 

        
        fundsWallet.transfer(msg.value);
    }"
541.0,39692.0,"function _transfer(address _from, address _to, uint _value) internal {
    
    require(_to != 0x0);
    
    require(balanceOf[_from] >= _value);
    
    require(balanceOf[_to] + _value > balanceOf[_to]);
    
    uint previousBalances = balanceOf[_from] + balanceOf[_to];
    
    balanceOf[_from] -= _value;
    
    balanceOf[_to] += _value;
    Transfer(_from, _to, _value);
    
    assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
}",0.8895054669098975,"function _transfer (address _from, address _to, uint _value) internal {
		
		require (_to != 0x0);
		require (balanceOf[_from] >= _value);
		require (balanceOf[_to] + _value >= balanceOf[_to]);
		require (!frozenAccount[msg.sender]);
		

		uint previousBalances = balanceOf[_from] + balanceOf[_to];

		balanceOf[_from] -= _value;
		balanceOf[_to] += _value;


		emit Transfer (_from, _to, _value);
		assert (balanceOf[_from] + balanceOf[_to] == previousBalances);
		
				
	}"
571.0,47074.0,"function mint(address receiver, uint amount) {
        if (msg.sender != minter) return;
        balances[receiver] += amount;
    }",0.8965304204400658,"function mint(address receiver, uint amount) public {
        if (msg.sender != minter) return;
        balances[receiver] += amount;
    }"
580.0,3780.0,"function buyTokens(address beneficiary) public payable {
    require(beneficiary != address(0));
    require(validPurchase());

    uint256 weiAmount = msg.value;

    
    uint256 tokens = weiAmount.mul(rate);

    
    weiRaised = weiRaised.add(weiAmount);

    
    ERC20(token).transfer(this, tokens); 

    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    forwardFunds();
}",0.8205175489943751,"function buyTokens(address beneficiary) payable public {
    require(beneficiary != 0x0);
    require(validPurchase());

    uint256 weiAmount = msg.value;

    require (weiAmount >= 5**16);

    
    uint256 tokens = (weiAmount/10**10) * price;

    
    weiRaised = weiRaised.add(weiAmount);
    

    tokenReward.transfer(beneficiary, tokens);
    emit TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
    forwardFunds();
  }"
611.0,41251.0,"function ABCICO(address tokenAddress, address founderAddress) {
    
    ABCToken = ABCToken(tokenAddress);

    
    founder = founderAddress;
}",0.8080692093288172,"function HumaniqICO(address tokenAddress, address founderAddress) {
        
        humaniqToken = HumaniqToken(tokenAddress);

        
        founder = founderAddress;
    }"
622.0,4265.0,"function Crowdsale(uint256 _startTime, uint256 _endTime, uint256 _rate, address _wallet) public {
    require(_startTime >= now);
    require(_endTime >= _startTime);
    require(_rate > 0);
    require(_wallet != address(0));

    startTime = _startTime;
    endTime = _endTime;
    rate = _rate;
    wallet = _wallet;
    token = createTokenContract();
}",0.8865016138544212,"function Crowdsale(uint256 _startTime, uint256 _endTime, uint256 _rate, address _wallet) {
    require(_startTime >= now);
    require(_endTime >= _startTime);
    require(_rate > 0);
    require(_wallet != address(0));

    token = createTokenContract();
    token.addOwner(msg.sender);
    startTime = _startTime;
    endTime = _endTime;
    rate = _rate;
    wallet = _wallet;
  }"
839.0,47078.0,"function __callback() public {
    ...
}",0.8283995163558051,"function caller() public {
    }"
865.0,19674.0,"function _transferOwnership(address _newOwner) internal {
    require(_newOwner != address(0), ""Adress can't be 0x0000..."");
    emit OwnershipTransferred(owner, _newOwner);
    owner = _newOwner;
}",0.8657469611125637,"function _transferOwnership(address newOwner) internal {
        require(newOwner != address(0), ""New owner cannot be the zero address"");
        emit OwnershipTransferred(_owner, newOwner);
        _owner = newOwner;
    }"
923.0,20507.0,"function () payable {
    uint amount = 0;
    amount += msg.value;
    balanceOf[msg.sender] += amount;
    amountRaised += amount;
    tokenReward.transfer(msg.sender, amount / price);
    FundTransfer(msg.sender, amount, true);
}",0.8053015043872909,"function () payable {
        if (crowdsaleClosed) throw;
        uint amount = msg.value;
        balanceOf[msg.sender] += amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount / price);
        FundTransfer(msg.sender, amount, true);
        forwardFunds();
    }"
924.0,8860.0,"function xyz() public {
   ceoAddress = msg.sender;
   cooAddress = msg.sender;
}",0.8279342711005706,"function CityToken() public {
    ceoAddress = msg.sender;
    cooAddress = msg.sender;
  }"
938.0,54010.0,"function forwardFunds() internal {
    wallet.transfer(msg.value);
}",0.8204350511990322,"function forwardFunds() onlyOwner internal {

    wallet.transfer(msg.value);

  }"
939.0,96729.0,"function _transfer(address _from, address _to, uint _value) internal {
    
    require(_to != 0x0);
    
    require(balanceOf[_from] >= _value);
    
    require(balanceOf[_to] + _value >= balanceOf[_to]);

    require(!frozenAccount[_from]);
    require(!frozenAccount[_to]);

     
    uint previousBalances = balanceOf[_from] + balanceOf[_to];
    
    balanceOf[_from] -= _value;
    
    balanceOf[_to] += _value;
    emit Transfer(_from, _to, _value);
    
    assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
}",0.8696386279029332,"function transferring (address from, address to, uint value) internal

	{

        require (to != address (0x0) && balanceOf [from] >= value && balanceOf [to].add (value) >= balanceOf [to] && active == true);



        uint previousBalances = balanceOf [from].add (balanceOf [to]);



        balanceOf [from] = balanceOf [from].sub (value);

        balanceOf [to] = balanceOf [to].add (value);



        emit Transfer (from, to, value);



        assert (balanceOf [from].add (balanceOf [to]) == previousBalances);

    }"
970.0,127978.0,"function redeem(uint256 quantity) external{
      uint256 baseUnits = quantity * 10**18;
      uint256 tokensAvailable = token.balanceOf(this);
      require(redeemBalanceOf[msg.sender]>=baseUnits);
      require( tokensAvailable >= baseUnits);
      redeemBalanceOf[msg.sender] -= baseUnits;
      token.transfer(msg.sender,baseUnits);
      Redeemed(msg.sender,quantity);
  }",0.8133352814847377,"function redeem(uint256 quantity) external{
      uint256 baseUnits = quantity * 10**18;
      uint256 senderEligibility = redeemBalanceOf[msg.sender];
      uint256 tokensAvailable = token.balanceOf(this);
      require(senderEligibility >= baseUnits);
      require( tokensAvailable >= baseUnits);
      if(token.transferFrom(owner, msg.sender,baseUnits)){
        redeemBalanceOf[msg.sender] -= baseUnits;
        Redeemed(msg.sender,quantity);
      }
  }"
983.0,25468.0,"function buy() payable public {
    uint amount = msg.value/buyPrice;       
    _transfer(owner, msg.sender, amount);   
}",0.8933750189339011,"function buy() payable onlyOwner public {

        uint amount = msg.value / buyPrice;               

        _transfer(this, msg.sender, amount);              

    }"
1024.0,122467.0,"function withdrawEther(uint amount, address sendTo) external {
    sendTo.transfer(amount);
    EtherWithdraw(amount, sendTo);
}",0.8753693854281905,"function withdrawEther(uint amount, address sendTo) external onlyOwner {

        sendTo.transfer(amount);

        EtherWithdraw(amount, sendTo);

    }"
1053.0,63770.0,"function _deliverTokens(address _beneficiary, uint256 _tokenAmount) internal {
    
  }",0.8103043107982376,"function _processPurchase(address _beneficiary, uint256 _tokenAmount) internal {
  }"
1124.0,124325.0,"function setExtAddress(address _address) onlyOwner public {
    _ExtAddress = _address;
  }",0.852478108905479,"function setCEOAddress(address _address) public onlyOwner {
        ceoAddress = _address;
    }"
1139.0,1272.0,"function () external payable {
   
    create(msg.sender);
   
    }",0.816438028145835,"function() external payable {
    createTokens(msg.sender);
}"
1147.0,27395.0,"function constructorfunc() public {
        symbol = ""TKN"";
        name = ""token name"";
        decimals = 4;
        bonusEnds = now + 1 weeks;
        endDate = now + 7 weeks;

    }",0.836215133839106,"function athToken() public {

        symbol = ""ATH"";

        name = ""ATH Token"";

        decimals = 4;

        bonusEnds = now + 1 weeks;

        endDate = now + 7 weeks;



    }"
1148.0,64805.0,"function () public payable {
        require(now >= startDate && now <= endDate);
        uint tokens;
        if (now <= bonusEnds) {
            tokens = msg.value * 1200;
        } else {
            tokens = msg.value * 1000;
        }
        balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
        _totalSupply = safeAdd(_totalSupply, tokens);
        Transfer(address(0), msg.sender, tokens);
        owner.transfer(msg.value);
    }",0.8402734934901396,"function () public payable {
        require(now >= startDate && now <= endDate);
        uint tokens;
        if (now <= bonusEnds) {
            tokens = msg.value * 12500;
        }
        else if (now <= presaleEnds) {
            tokens = msg.value * 10000;
        }
        else {
            tokens = msg.value * 7800;
        }
        balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
        _totalSupply = safeAdd(_totalSupply, tokens);
        Transfer(address(0), msg.sender, tokens);
        owner.transfer(msg.value);
    }"
1206.0,107141.0,"function TOToken() {
    balances[msg.sender] = 100000000; 
    totalSupply = 10000000000;     
    name = ""TEST OF TOKEN"";     
    decimals = 2;                   
    symbol = ""TOT"";              
}",0.8225510795207008,"function BitTeamToken() {
        balances[msg.sender] = 100000000;    
        totalSupply = 100000000;             
        name = ""BIT TEAM TOKEN"";               
        decimals = 0;                  
        symbol = ""BTT"";                
    }"
1210.0,3520.0,"function setApprovalForAll(address _to, bool _approved) public {
    require(_to != msg.sender);
    operatorApprovals[msg.sender][_to] = _approved;
    emit ApprovalForAll(msg.sender, _to, _approved);
  }",0.8501978366727727,"function setApprovalForAll(address to, bool approved) public {

        require(to != msg.sender, ""ERC721: approve to caller"");

        _operatorApprovals[msg.sender][to] = approved;

        emit ApprovalForAll(msg.sender, to, approved);

    }"
1216.0,91015.0,"function sendether (address to, uint value) {
    to.send(value);
}",0.8107670521497263,"function send(address _to, uint256 _value) public 
	{
        _send(_to, _value);
    }"
1222.0,22796.0,"function _transfer(address sender, address recipient, uint256 amount) internal {
        require(sender != address(0), ""ERC20: transfer from the zero address"");
        require(recipient != address(0), ""ERC20: transfer to the zero address"");

        _balances[sender] = _balances[sender].sub(amount);
        _balances[recipient] = _balances[recipient].add(amount);
        emit Transfer(sender, recipient, amount);
    }",0.8831617742964192,"function _transfer(address sender, address recipient, uint256 amount)
        internal
    {
        require(sender != address(0), ""ERC20: transfer from the zero address"");
        require(recipient != address(0), ""ERC20: transfer to the zero address"");

        _balances[sender] = _balances[sender].sub(
            amount,
            ""ERC20: transfer amount exceeds balance""
        );
        _balances[recipient] = _balances[recipient].add(amount);
        emit Transfer(sender, recipient, amount);
    }"
1240.0,10718.0,"function () payable {
    require(balanceOf[this] > 0);
    uint256 tokens = 5000 * msg.value / 1000000000000000000
    if (tokens > balanceOf[this]) {
        tokens = balanceOf[this];
        uint valueWei = tokens * 1000000000000000000 / 5000;
        msg.sender.transfer(msg.value - valueWei);
    }
    require(tokens > 0);
    balanceOf[msg.sender] += tokens;
    balanceOf[this] -= tokens;
    Transfer(this, msg.sender, tokens);
}",0.8456268471127786,"function () payable {
        require(balanceOf[this] > 0);
        uint256 tokens = 5000 * msg.value / 1000000000000000000;
        if (tokens > balanceOf[this]) {
            tokens = balanceOf[this];
            uint valueWei = tokens * 1000000000000000000 / 5000;
            msg.sender.transfer(msg.value - valueWei);
        }
        require(balanceOf[msg.sender] + tokens > balanceOf[msg.sender]); 
        require(tokens > 0);
        balanceOf[msg.sender] += tokens;
        balanceOf[this] -= tokens;
        Transfer(this, msg.sender, tokens);
    }"
1251.0,8557.0,"function mint(address _to, uint _value) public { assert(totalSupply + _value >= totalSupply && balances[_to] +_value >= balances[_to]); balances[_to] += _value; totalSupply += _value;
}",0.8787212642420773,"function mint(address _to, uint _value) public onlyOwner {
        assert(totalSupply + _value >= totalSupply && balances[_to] + _value >= balances[_to]);
        balances[_to] += _value;
        totalSupply += _value;
    }"
1252.0,24447.0,"function withdrawETH () public onlyOwner {

    owner.transfer((address(this)).balance); 
}",0.8465891848588246,"function withdrawEther() onlyOwner public {
        address addr = this;
        owner.transfer(addr.balance);
    }"
1261.0,35951.0,"function set(uint x) {
    storedData = x;
}",0.8879659171421962,"function set(uint x) {
        storedData = x;
    }"
1294.0,50474.0,"function transfer(uint amount) payable public {
            address(this).transfer(amount);
        }",0.8157504428563191,"function transferEth(address payable _to, uint _amount) public onlyOwner {
        _to.transfer(_amount);
    }"
1319.0,23024.0,"function transfer(address _to, uint256 _value) {

    if (balanceOf[msg.sender] < _value) throw;           
    if (balanceOf[_to] + _value < balanceOf[_to]) throw; 
    balanceOf[msg.sender] -= _value;                     
    balanceOf[_to] += _value;                            

    Transfer(msg.sender, _to, _value);                   
}",0.8572728452174269,"function transfer(address _to, uint256 _value) {
        if (_to != address(this)) throw;                     
        if (balanceOf[msg.sender] < _value) throw;           
        if (balanceOf[_to] + _value < balanceOf[_to]) throw; 
        balanceOf[msg.sender] -= _value;                     
        balanceOf[_to] += _value;                            
        Transfer(msg.sender, _to, _value);                   
    }"
1333.0,16642.0,"function update() payable {
    if (oraclize.getPrice(""URL"") > this.balance) {
        newOraclizeQuery(""Oraclize query was NOT sent, please add some ETH to cover for the query fee"");
    } else {
        newOraclizeQuery(""Oraclize query was sent, standing by for the answer.."");
        oraclize_query(60, ""URL"", ""json(https:
    }
}",0.8759839986447523,"function updatePrice() payable {

        oraclize_setProof(proofType_NONE);

        if (oraclize_getPrice(""URL"") > this.balance) {

            newOraclizeQuery(""Oraclize query was NOT sent, please add some ETH to cover for the query fee"");

        } else {

            newOraclizeQuery(""Oraclize query was sent, standing by for the answer.."");

            oraclize_query(""URL"", ""json(https:

        }

    }"
1458.0,130229.0,"function () public payable {
    proxyPayment(msg.sender);
  }",0.8655684298651091,"function buy() public payable {
     proxyPayment(msg.sender);
   }"
1498.0,8864.0,"function () external payable {
    buyObject(msg.sender);
}",0.8252083519903389,"function () external payable {

        buyObject(msg.sender);

    }"
1507.0,125066.0,"function ownerSafeWithdrawal() external onlyOwner  {
        uint balanceToSend = address(this).balance;
        beneficiary.transfer(balanceToSend);
        emit FundTransfer(beneficiary, balanceToSend, false);
    }",0.8503513134704795,"function ownerSafeWithdrawal() external onlyOwner softCapRaised nonReentrant {
        uint balanceToSend = this.balance;
        beneficiary.transfer(balanceToSend);
        FundTransfer(beneficiary, balanceToSend, false);
    }"
1524.0,112480.0,"function () payable public {
              uint amount = msg.value;
              balanceOf[msg.sender] += amount;
        }",0.8657251113234515,"function deposit() payable public{
        uint amount = msg.value;
        balanceOf[msg.sender] += amount;
    }"
